Index;PartNumber;Material;ID_nom;OD_nom;Len;Weight;ID_pic;OD_pic
13927;7001360206155;Max H-Pur | FDA;136.0;206.0;155;3.922;;
13928;7001460164155;Max H-Pur | FDA;146.0;164.0;155;1.043;;
13929;7001460168155;Max H-Pur | FDA;146.0;168.0;155;1.252;;
13930;7001460174155;Max H-Pur | FDA;146.0;174.0;155;1.577;;
13931;7001460182155;Max H-Pur | FDA;146.0;182.0;155;2.026;;
13932;7001460190155;Max H-Pur | FDA;146.0;190.0;155;2.497;;
13933;7001460198155;Max H-Pur | FDA;146.0;198.0;155;2.987;;
13934;7001460206155;Max H-Pur | FDA;146.0;206.0;155;3.497;;
13935;7001460214155;Max H-Pur | FDA;146.0;214.0;155;4.028;;
13936;7001530174155;Max H-Pur | FDA;153.0;174.0;155;1.262;;
13937;7001530182155;Max H-Pur | FDA;153.0;182.0;155;1.712;;
13938;7001530190155;Max H-Pur | FDA;153.0;190.0;155;2.182;;
13939;7001530198155;Max H-Pur | FDA;153.0;198.0;155;2.672;;
13940;7001530206155;Max H-Pur | FDA;153.0;206.0;155;3.183;;
13941;7001530214155;Max H-Pur | FDA;153.0;214.0;155;3.713;;
13942;7001530222155;Max H-Pur | FDA;153.0;222.0;155;4.264;;
13943;7001620182155;Max H-Pur | FDA;162.0;182.0;155;1.285;;
13944;7001620190155;Max H-Pur | FDA;162.0;190.0;155;1.755;;
13945;7001620198155;Max H-Pur | FDA;162.0;198.0;155;2.246;;
13946;7001620206155;Max H-Pur | FDA;162.0;206.0;155;2.756;;
13947;7001620214155;Max H-Pur | FDA;162.0;214.0;155;3.287;;
13948;7001620222155;Max H-Pur | FDA;162.0;222.0;155;3.838;;
13949;7001620230155;Max H-Pur | FDA;162.0;230.0;155;4.409;;
13950;7001700190155;Max H-Pur | FDA;170.0;190.0;155;1.356;;
13951;7001700198155;Max H-Pur | FDA;170.0;198.0;155;1.846;;
13952;7001700206155;Max H-Pur | FDA;170.0;206.0;155;2.357;;
13953;7001700214155;Max H-Pur | FDA;170.0;214.0;155;2.887;;
13954;7001700222155;Max H-Pur | FDA;170.0;222.0;155;3.438;;
13955;7001700230155;Max H-Pur | FDA;170.0;230.0;155;4.01;;
13956;7001700238155;Max H-Pur | FDA;170.0;238.0;155;4.601;;
13957;7001780198155;Max H-Pur | FDA;178.0;198.0;155;1.427;;
13958;7001780206155;Max H-Pur | FDA;178.0;206.0;155;1.938;;
13959;7001780214155;Max H-Pur | FDA;178.0;214.0;155;2.469;;
